"INSTNM","STABBR","REGION","ADM_RATE","UGDS","COSTT4_A","MD_EARN_WNE_P10","MD_EARN_WNE_P6","DEBT_MDN_SUPP","RPY_3YR_RT_SUPP","LO_INC_RPY_3YR_RT_SUPP","MD_INC_RPY_3YR_RT_SUPP","HI_INC_RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP","RET_FT4_POOLED_SUPP","isNCF"
"Alliant International University-San Diego","CA","West",1,289,34892,59500,59600,12500,0.4181818182,0.3823529412,,,,,0.4722,FALSE
"California State University-Bakersfield","CA","West",0.2302,9142,16714,47800,36400,11655,0.5522959184,0.4916765755,0.6105032823,0.6425925926,0.4151,0.4571,0.7684,FALSE
"California State University-Stanislaus","CA","West",0.8582,9272,16442,45400,35000,11749,0.6448722204,0.6066024759,0.6624472574,0.7086743044,0.5528,0.6381,0.8065,FALSE
"California State University-San Bernardino","CA","West",0.5483,17704,18522,44500,33100,12815,0.5218547449,0.4829172142,0.5554353705,0.5720640569,0.5557,0.6148,0.8572,FALSE
"California State Polytechnic University-Pomona","CA","West",0.5515,24841,21302,54000,39900,15000,0.7256108279,0.700123406,0.7501391208,0.7378507871,0.6847,0.7291,0.8632,FALSE
"California State University-Chico","CA","West",0.6526,16317,23508,48100,38200,14297,0.7104344453,0.6291423002,0.7428371768,0.7824267782,0.6592,0.696,0.8435,FALSE
"California State University-Dominguez Hills","CA","West",0.6394,13871,14469,44700,33100,12500,0.5070004243,0.4623168179,0.5660237389,0.604,0.4398,0.4598,0.777,FALSE
"California State University-Fresno","CA","West",0.5753,21732,16915,44700,32400,12136,0.6376934853,0.5990684343,0.6531823085,0.7017828201,0.5476,0.6545,0.8127,FALSE
"California State University-Fullerton","CA","West",0.4341,34637,17645,47200,35100,12500,0.7021053856,0.6702499328,0.7398095238,0.7107952021,0.6703,0.6903,0.8748,FALSE
"California State University-East Bay","CA","West",0.716,12728,21371,51700,40600,12500,0.616416553,0.5644883921,0.656518345,0.7041719343,0.4562,0.5278,0.7568,FALSE
"California State University-Long Beach","CA","West",0.3121,31503,18306,48100,36500,13453,0.7066651756,0.6610805403,0.742204496,0.7451967063,0.6906,0.7459,0.877,FALSE
"California State University-Los Angeles","CA","West",0.4152,24163,14823,46100,33700,11795,0.5822074048,0.5514103731,0.620238772,0.6360808709,0.4786,0.554,0.8041,FALSE
"California State University-Northridge","CA","West",0.5063,34911,18870,45400,33700,11750,0.6067033517,0.5578989256,0.6405933918,0.6789815277,0.5245,0.5683,0.8076,FALSE
"California State University-Sacramento","CA","West",0.6386,28439,19807,48900,38600,13000,0.6550400351,0.6053700361,0.6882001494,0.7204783259,0.4965,0.5653,0.8222,FALSE
"University of California-Berkeley","CA","West",0.1484,30845,36739,64700,48700,12612,0.8016838167,0.7440338722,0.8420773715,0.8398133748,0.9123,0.9333,0.9705,FALSE
"University of California-Davis","CA","West",0.4107,30698,35252,58200,40400,11468,0.8310542019,0.8052536232,0.8391881343,0.8608294931,0.8585,0.8671,0.9242,FALSE
"University of California-Irvine","CA","West",0.2876,29722,32985,58400,41100,14500,0.7755230455,0.739848282,0.7819070905,0.8078223081,0.8413,0.8857,0.935,FALSE
"University of California-Los Angeles","CA","West",0.1404,31568,33654,60700,44500,14385,0.7863156488,0.7354085603,0.8044974759,0.8391891892,0.9069,0.9248,0.9681,FALSE
"University of California-Riverside","CA","West",0.5057,20574,32843,49700,33700,15659,0.6673076923,0.6380090498,0.6794601434,0.6954519286,0.7478,0.7448,0.8904,FALSE
"University of California-San Diego","CA","West",0.3006,30279,31891,59900,43400,15000,0.8207206084,0.786696604,0.8412331407,0.8572195384,0.853,0.8867,0.9423,FALSE
"University of California-San Francisco","CA","West",,,,143700,95400,,,,,,,,,FALSE
"University of California-Santa Barbara","CA","West",0.322,23063,35987,55300,39000,13010,0.7458906407,0.6998106061,0.7435760171,0.7971745711,0.8168,0.8298,0.925,FALSE
"University of California-Santa Cruz","CA","West",0.4737,17792,35982,46900,33800,16200,0.7497738375,0.6975339708,0.7474505099,0.8072610785,0.758,0.7916,0.8921,FALSE
"Sofia University","CA","West",,4,,,,,,,,,,,,FALSE
"California Beauty School","CA","West",,85,,,,5415,0.4608695652,0.3950617284,,,,,,FALSE
"California Christian College","CA","West",1,13,19034,,,,,,,,,,,FALSE
"California Coast University","CA","West",,0,,,,,,,,,,,,FALSE
"California Hair Design Academy","CA","West",,172,,17800,18200,5500,0.46692607,0.4090909091,,,,,,FALSE
"California Institute of the Arts","CA","West",0.2297,1003,69015,37900,26900,25000,0.6650366748,0.6029411765,0.6822429907,0.7048192771,0.609,0.6109,0.806,FALSE
"California State University Maritime Academy","CA","West",0.6652,1016,28082,82900,73100,19380,0.8184210526,0.7986111111,0.8490566038,0.8153846154,0.6272,0.6156,0.78,FALSE
"California Western School of Law","CA","West",,,,78500,67400,,,,,,,,,FALSE
"Canada College","CA","West",,4867,10446,31500,29200,9454,0.3831168831,0.368,,,,,,FALSE
"College of the Canyons","CA","West",,18649,11340,39400,26900,5500,0.345721694,0.2917771883,0.3863636364,0.5611510791,,,,FALSE
"Career Academy of Beauty","CA","West",,171,,23200,17000,6333,0.592,0.5240963855,,,,,,FALSE
"Casa Loma College-Van Nuys","CA","West",0.913,175,,49600,39000,18872,0.3695380774,0.3010380623,0.5321637427,0.5961538462,,,,FALSE
"CET-San Diego","CA","West",,174,,23800,19500,5894,0.3120107962,0.2707615168,0.5562632696,0.6976744186,,,,FALSE
"CET-San Jose","CA","West",,248,,23800,19500,5894,0.3120107962,0.2707615168,0.5562632696,0.6976744186,,,,FALSE
"CET-El Centro","CA","West",,230,,23800,19500,5894,0.3120107962,0.2707615168,0.5562632696,0.6976744186,,,,FALSE
"CET-Colton","CA","West",,154,,23800,19500,5894,0.3120107962,0.2707615168,0.5562632696,0.6976744186,,,,FALSE
"CET-Watsonville","CA","West",,61,,23800,19500,5894,0.3120107962,0.2707615168,0.5562632696,0.6976744186,,,,FALSE
"CET-Salinas","CA","West",,162,,23800,19500,5894,0.3120107962,0.2707615168,0.5562632696,0.6976744186,,,,FALSE
"Cerritos College","CA","West",,20368,8792,31900,24500,7691,0.3414414414,0.2989807475,0.4972677596,0.5454545455,,,,FALSE
"Cerro Coso Community College","CA","West",,4890,16699,28000,20400,,,,,,,,,FALSE
"Chabot College","CA","West",,12621,12068,34600,27500,7382,0.341991342,0.3180515759,0.4235294118,,,,,FALSE
"Chaffey College","CA","West",,19650,16400,31500,24400,4500,0.3505747126,0.2905982906,,,,,,FALSE
"Chapman University","CA","West",0.5356,7026,69018,54500,43900,19000,0.676021461,0.5625920471,0.6320754717,0.7854291417,0.7891,0.8086,0.901,FALSE
"Charles R Drew University of Medicine and Science","CA","West",0.3727,163,31311,81900,67100,16250,0.4636363636,0.5,,,,,,FALSE
"Concordia University-Irvine","CA","West",0.6178,1784,49474,46400,36000,19096,0.6862955032,0.590747331,0.6766666667,0.7705382436,0.6398,0.575,0.7602,FALSE
"San Diego Christian College","CA","West",0.6013,448,45605,36700,27700,15250,0.451171875,0.2978723404,0.4868421053,0.696,0.5029,0.4254,0.627,FALSE
"Church Divinity School of the Pacific","CA","West",,,,,,,,,,,,,,FALSE
"Citrus College","CA","West",,11745,11341,30900,23800,5500,0.2865384615,0.2532299742,0.3333333333,0.5483870968,,,,FALSE
"Citrus Heights Beauty College","CA","West",,86,,,,5500,,,,,,,,FALSE
"City College of San Francisco","CA","West",,24429,10392,35100,26800,7250,0.3751269036,0.357619915,0.452,0.5068493151,,,,FALSE
"Claremont Graduate University","CA","West",,,,67000,,,,,,,,,,FALSE
"Claremont McKenna College","CA","West",0.0931,1318,71745,72900,55900,13035,,,,,0.9143,0.9311,0.9643,FALSE
"Milan Institute-Visalia","CA","West",,273,,24200,20200,5346,0.3144876325,0.2807991121,0.4568527919,0.3823529412,,,,FALSE
"Clovis Adult Education","CA","West",,752,,34500,30100,,,,,,,,,FALSE
"Coastline Community College","CA","West",,9459,16173,35100,27900,7355,0.3771812081,0.3369369369,0.4658385093,,,,,FALSE
"Cogswell College","CA","West",0.5787,589,35351,49800,28800,20026,0.4415584416,0.3896103896,0.4130434783,0.6129032258,0.3617,0.2245,0.7024,FALSE
"Coba Academy","CA","West",,90,,19000,22300,6399,0.4339622642,,,,,,,FALSE
"Western University of Health Sciences","CA","West",,,,106100,108100,,,,,,,,,FALSE
"Columbia College","CA","West",,2180,13314,27300,21800,,,,,,,,,FALSE
"Columbia College Hollywood","CA","West",,540,40386,31400,23800,9500,0.3833333333,0.3181818182,0.3064516129,0.5588235294,0.5,0.5339,0.7692,FALSE
"Compton College","CA","West",,5605,14999,31800,22100,5500,0.2452054795,0.2224,,,,,,FALSE
"Contra Costa College","CA","West",,5702,13262,33200,24700,5908,0.2775665399,0.2454545455,,,,,,FALSE
"Cosumnes River College","CA","West",,13045,11790,29700,22500,6500,0.2514563107,0.2255369928,0.3529411765,0.4102564103,,,,FALSE
"Crafton Hills College","CA","West",,5661,21636,33000,24600,,,,,,,,,FALSE
"Cuesta College","CA","West",,7853,15922,35600,29500,8000,0.546184739,0.4743276284,0.6419753086,0.625,,,,FALSE
"Cuyamaca College","CA","West",,7412,10250,29000,22400,4500,0.4252873563,0.4035087719,,,,,,FALSE
"Cypress College","CA","West",,14068,11828,35600,27100,6375,0.4194029851,0.3847736626,0.4901960784,0.6129032258,0.3349,,,FALSE
"De Anza College","CA","West",,17325,11267,41700,31800,6334,0.4149933066,0.3892493049,0.4644067797,0.525,,,,FALSE
"International School of Beauty Inc","CA","West",,127,,,15300,7308,0.3507692308,0.3283018868,,,,,,FALSE
"Dell'Arte International School of Physical Theatre","CA","West",,10,,,,,,,,,,,,FALSE
"College of the Desert","CA","West",,10418,16693,30600,25200,5238,0.3164556962,0.2387543253,0.5308641975,,,,,FALSE
"Design Institute of San Diego","CA","West",0.5882,98,41056,36800,32100,26884,0.637037037,0.5479452055,,,0.4412,0.5263,,FALSE
"Diablo Valley College","CA","West",,18327,11553,37600,27800,5005,0.5100671141,0.4502369668,,,,,,FALSE
"Dominican University of California","CA","West",0.8717,1264,63875,55600,44400,27000,0.7153196622,0.5743801653,0.7286245353,0.8113207547,0.7187,0.6922,0.8428,FALSE
"Dominican School of Philosophy & Theology","CA","West",,,,,,,,,,,,,,FALSE
"East Los Angeles College","CA","West",,30975,15837,31300,23800,6750,0.3729433272,0.3533190578,,,,,,FALSE
"El Camino Community College District","CA","West",,21292,16682,31800,22100,5500,0.2452054795,0.2224,,,,,,FALSE
"Elegance International","CA","West",,256,,19100,23500,7600,0.4621212121,0.3913043478,,,,,,FALSE
"Emperor's College of Traditional Oriental Medicine","CA","West",,,,,,,,,,,,,,FALSE
"Empire College","CA","West",,329,,33300,28800,11368,0.403539823,0.3333333333,0.5190839695,0.7073170732,0.5606,,,FALSE
"Evergreen Valley College","CA","West",,7865,18625,36600,25700,6277,0.5657370518,0.5504587156,,,,,,FALSE
"FIDM-Fashion Institute of Design & Merchandising-Los Angeles","CA","West",0.5193,2198,49961,37200,33900,12461,0.62595226,0.5726495726,0.6144975288,0.7049044057,0.6508,0.8404,0.9161,FALSE
"FIDM-Fashion Institute of Design & Merchandising-San Francisco","CA","West",0.4615,218,45546,37200,33900,12461,0.62595226,0.5726495726,0.6144975288,0.7049044057,0.637,0.8572,0.9153,FALSE
"FIDM-Fashion Institute of Design & Merchandising-Orange County","CA","West",0.6667,64,45416,37200,33900,12461,0.62595226,0.5726495726,0.6144975288,0.7049044057,,,,FALSE
"Feather River Community College District","CA","West",,1275,15404,29100,23100,7600,0.3175965665,0.2443729904,0.4134615385,0.568627451,0.2777,,,FALSE
"Federico Beauty Institute","CA","West",,346,,25900,22100,6333,0.539083558,0.4675925926,0.6213592233,0.6730769231,,,,FALSE
"Fielding Graduate University","CA","West",,,,,,,,,,,,,,FALSE
"Five Branches University","CA","West",,,,,,,,,,,,,,FALSE
"Redondo Beach Beauty College","CA","West",,115,,,,,,,,,,,,FALSE
"Foothill College","CA","West",,13228,11415,46500,33400,6823,0.4420289855,0.3823529412,0.5477178423,0.6075949367,0.5932,,,FALSE
"Franciscan School of Theology","CA","West",,,,,,,,,,,,,,FALSE
"Fredrick and Charles Beauty College","CA","West",,57,,17400,,,,,,,,,,FALSE
"Fresno City College","CA","West",,20888,9903,28000,20800,3496,0.3426323319,0.2993688007,0.4937238494,0.58,,,,FALSE
"Fresno Pacific University","CA","West",0.8511,2888,40950,43900,34900,18774,0.5337209302,0.4346666667,0.5761904762,0.6735294118,0.6588,0.6146,0.7751,FALSE
"Fuller Theological Seminary","CA","West",,,,,,,,,,,,,,FALSE
"Fullerton College","CA","West",,20260,11472,33400,25200,5500,0.3626373626,0.3122171946,0.4423076923,0.5934065934,,,,FALSE
"Gavilan College","CA","West",,4656,11478,30400,23100,5716,0.3397260274,0.3054545455,0.4375,,,,,FALSE
"Gemological Institute of America-Carlsbad","CA","West",,197,,46500,38500,8233,0.8073394495,0.7540983607,,,,,,FALSE
"Glendale Community College","CA","West",,12570,11239,33200,23500,6750,0.5693950178,0.5697445972,,,,,,FALSE
"Glendale Career College","CA","West",,600,,28900,28800,9319,0.4149068323,0.3713235294,0.4906542056,0.5744680851,,,,FALSE
"Golden Gate University-San Francisco","CA","West",,404,,71100,66100,24032,0.5590062112,0.4953271028,0.5547445255,0.6538461538,,,,FALSE
"Golden West College","CA","West",,10881,11768,33300,24400,5750,0.5031055901,0.489010989,,,,,,FALSE
"Graduate Theological Union","CA","West",,,,,,,,,,,,,,FALSE
"Grossmont College","CA","West",,15838,10090,34000,24900,3500,0.4390581717,0.3968565815,0.4817518248,0.6447368421,,,,FALSE
"Salon Success Academy-Riverside","CA","West",,84,,19300,15500,9833,0.3617021277,0.3888888889,,,,,,FALSE
"Hartnell College","CA","West",,11274,11120,32100,25100,4313,0.2765957447,0.2342342342,,,,,,FALSE
"Harvey Mudd College","CA","West",0.1448,886,74428,88800,72500,20027,,,,,0.9388,0.9302,0.9725,FALSE
"Hilltop Beauty School","CA","West",,96,,25400,22500,,,,,,,,,FALSE
"Holy Names University","CA","West",0.7004,626,55758,50800,39600,18750,0.5344202899,0.4484304933,0.5604395604,0.6326530612,0.4549,0.4372,0.6974,FALSE
"Pacifica Graduate Institute","CA","West",,,,,,,,,,,,,,FALSE
"Humboldt State University","CA","West",0.7679,7300,24382,36600,26200,14000,0.57681252,0.5286885246,0.6014405762,0.6366906475,0.4914,0.493,0.6959,FALSE
"Humphreys University-Stockton and Modesto Campuses","CA","West",,315,20232,28800,25400,24288,0.2561576355,0.2193784278,0.2961165049,0.4576271186,0.3945,0.7143,,FALSE
"Imperial Valley College","CA","West",,7265,9822,25400,18400,,,,,,,,,FALSE
"Institute for Business and Technology","CA","West",,539,,33400,26800,7600,0.3538011696,0.3150684932,0.4364640884,0.7380952381,,,,FALSE
"Interior Designers Institute","CA","West",,184,29420,37800,35000,20049,0.6732673267,,0.53125,,,,,FALSE
"Toni & Guy Hairdressing Academy-Santa Monica","CA","West",,197,,,19400,10556,0.4492440605,0.3993055556,0.5135135135,0.5625,,,,FALSE
"Irvine Valley College","CA","West",,11253,10859,36900,27100,5250,0.4137931034,0.3475609756,,,,,,FALSE
"Bellus Academy-El Cajon","CA","West",,159,,22800,17500,6716,0.320610687,0.2653061224,,,,,,FALSE
"John F. Kennedy University","CA","West",,209,,58000,39200,20832,0.4732142857,0.3652173913,0.5074626866,0.7142857143,,,,FALSE
"American Jewish University","CA","West",0.96,67,46320,,,18000,0.5,,,,0.5085,0.6363,0.6471,FALSE
"Reedley College","CA","West",,8626,10154,26300,20900,3500,0.3683127572,0.3494318182,0.4326923077,0.3666666667,,,,FALSE
"Life Pacific University","CA","West",0.9568,504,27086,32700,28400,14000,0.5172413793,0.4880952381,0.4430379747,0.6376811594,0.4497,0.4715,0.6833,FALSE
"University of La Verne","CA","West",0.5089,5098,54445,49200,41700,21693,0.5224144017,0.4183501684,0.5504682622,0.6637426901,0.6783,0.6713,0.8107,FALSE
"Laguna College of Art and Design","CA","West",0.8093,705,41551,32900,24900,19786,0.6129032258,0.3823529412,0.7111111111,0.7671232877,0.5652,0.5565,0.8125,FALSE
"Lake Tahoe Community College","CA","West",,2006,12879,25900,20700,,,,,,,,,FALSE
"Lancaster Beauty School","CA","West",,128,,15900,12100,7938,0.2903225806,0.243697479,,,,,,FALSE
"Laney College","CA","West",,8271,16851,27700,21200,9500,0.2511415525,0.2487562189,,,,,,FALSE
"Lassen Community College","CA","West",,2343,16311,31300,21500,5500,0.3050847458,0.2012195122,,,,,,FALSE
"Life Chiropractic College West","CA","West",,,,,,,,,,,,,,FALSE
"Lincoln University","CA","West",,92,21680,,,32429,0.4651162791,,,,0.7719,0.623,,FALSE
"Southern California Seminary","CA","West",,50,,,,9518,0.5526315789,,,,,,,FALSE
"La Sierra University","CA","West",0.4709,1666,43906,49500,33700,18745,0.5204678363,0.4827586207,0.5195195195,0.574912892,0.4628,0.6094,0.7645,FALSE
"Loma Linda University","CA","West",,1052,,80600,72000,20221,0.8243080626,0.7798408488,0.8540772532,0.8687782805,,,,FALSE
"Long Beach City College","CA","West",,22784,10438,28900,22300,6113,0.2462006079,0.2305909618,0.345177665,0.3921568627,,,,FALSE
"Southern California University of Health Sciences","CA","West",,112,18020,,,12635,0.4482758621,0.4324324324,,,,,,FALSE
"Los Angeles Harbor College","CA","West",,7442,16949,32100,25200,5200,0.3962264151,0.3820224719,,,,,,FALSE
"Los Angeles Pierce College","CA","West",,16508,16419,34900,25300,10000,0.3279002876,0.3219954649,0.3629032258,0.3513513514,,,,FALSE
"Los Angeles Southwest College","CA","West",,4909,14239,24800,19500,8750,0.1754385965,0.1677419355,,,,,,FALSE
"Los Angeles Trade Technical College","CA","West",,11532,14183,28800,20400,8750,0.291005291,0.2690839695,,,,,,FALSE
"Los Angeles Valley College","CA","West",,15006,15576,31900,25400,9500,0.391908976,0.3744427935,0.4893617021,,,,,FALSE
"The Master's University and Seminary","CA","West",0.7688,1185,46764,41700,35500,17083,0.7686567164,0.619047619,0.7743589744,0.8762886598,0.5744,0.6931,0.8585,FALSE
"Los Angeles City College","CA","West",,11656,12362,26700,20400,9500,0.3221360896,0.3060263653,,,,,,FALSE
"Los Angeles County College of Nursing and Allied Health","CA","West",,212,,86500,75300,11815,0.7184466019,0.6428571429,,,,,,FALSE
"Los Angeles Mission College","CA","West",,8496,15149,32600,25200,9500,0.4487951807,0.465034965,,,,,,FALSE
"Los Medanos College","CA","West",,8577,11666,34900,24800,6500,0.4639175258,0.3880597015,,,,,,FALSE
"Loyola Marymount University","CA","West",0.4713,6557,64484,61300,45100,19000,0.7843866171,0.6604774536,0.7736220472,0.8366733467,0.8133,0.8189,0.9055,FALSE
"Lu Ross Academy","CA","West",,199,,,,6251,0.4751552795,0.46,0.523255814,0.4444444444,,,,FALSE
"Lyle's College of Beauty","CA","West",,75,,,,,,,,,,,,FALSE
"Lyle's College of  Beauty","CA","West",,67,,15500,14600,7000,0.4363636364,0.3863636364,,,,,,FALSE
"Lytles Redwood Empire Beauty College Inc","CA","West",1,110,,18700,20400,6333,0.7310344828,0.7380952381,,,,,,FALSE
"MTI Business College Inc","CA","West",,80,,20200,14900,9500,0.1722689076,0.1636363636,,,,,,FALSE
"MTI College","CA","West",0.7857,787,,33300,24800,7629,0.4742436631,0.4339869281,0.5137614679,0.6106870229,,,,FALSE
"College of Marin","CA","West",,4082,14464,33700,27800,9500,0.2746185853,0.2508038585,,,,,,FALSE
"Marymount California University","CA","West",,735,51254,35900,27900,13899,0.4704301075,0.3475609756,0.5196078431,0.6132075472,0.3372,0.1953,0.5861,FALSE
"Mendocino College","CA","West",,3006,14230,26300,22800,9235,0.2335766423,0.2076271186,,,,,,FALSE
"Menlo College","CA","West",0.4548,706,57546,50900,33200,15750,0.6470588235,0.5824175824,0.5803571429,0.7766990291,0.5586,0.7486,0.7086,FALSE
"Merced College","CA","West",,9873,15508,27000,20800,,,,,,,,,FALSE
"Merritt College","CA","West",,5942,15569,32600,24100,9500,0.2588652482,0.2440944882,,,,,,FALSE
"Mills College","CA","West",0.8554,757,63047,39900,34600,19000,0.6877192982,0.6303501946,0.7175141243,0.7573529412,0.7154,0.6686,0.7576,FALSE
"MiraCosta College","CA","West",,12960,10578,28900,23300,6648,0.4448398577,0.4188481675,,,0.3053,,,FALSE
"Mission College","CA","West",,6452,15287,34500,28600,6805,0.4694835681,0.4181818182,,,,,,FALSE
"Modern Beauty Academy","CA","West",,50,,19000,14800,7000,0.4912280702,0.5128205128,,,,,,FALSE
